timestamp,usage,temperature
1652454808,3.300000000000427,36.024
1652454818,5.5999999999994685,37.485
1652454828,2.8999999999996504,36.024
1652454838,3.2000000000005215,36.024
1652454848,3.2000000000005144,35.537
1652454858,2.849999999998559,35.537
1652454868,3.3999999999991957,36.511
1652454878,2.9500000000007454,35.537
1652454888,3.2500000000004725,36.998
1652454898,3.500000000000245,37.485
1652454908,3.3499999999992482,36.024
1652454918,3.0499999999995175,36.024
1652454928,3.450000000000287,36.511
1652454938,2.5499999999999723,36.511
1652454948,2.8499999999996994,36.998
1652454958,3.049999999998377,36.998
1652454968,3.300000000000427,35.050000000000004
1652454978,3.050000000000651,36.024
1652454988,2.8999999999973802,36.998
1652454998,2.849999999997422,36.024
1652455008,3.400000000001473,36.024
1652455018,8.849999999999927,36.998
1652455028,3.3000000000004306,36.024
1652455038,2.9999999999995595,35.050000000000004
1652455048,3.350000000000378,35.537
1652455058,2.450000000000067,36.024
1652455068,2.449999999997793,36.024
1652455078,2.9500000000018787,36.511
1652455088,6.19999999999893,36.998
1652455098,10.299999999999745,36.511
1652455108,10.099999999999923,36.998
1652455118,10.400000000000798,36.998
1652455128,10.699999999999386,37.972
1652455138,10.699999999999386,36.998
1652455148,10.699999999999378,37.485
1652455158,10.250000000000927,37.972
1652455168,10.600000000000605,37.972
1652455178,10.449999999999605,37.485
1652455188,10.24999999999979,36.511
1652455198,10.600000000001753,36.511
1652455208,10.399999999999654,37.972
1652455218,10.000000000000014,36.511
1652455228,11.19999999999893,37.485
1652455238,11.050000000001337,36.998
1652455248,10.19999999999984,36.998
1652455258,10.850000000000383,37.972
1652455268,10.10000000000106,37.485
1652455278,10.349999999999696,37.485
1652455288,10.799999999999292,37.2415
1652455298,10.850000000001518,36.998
1652455308,9.85000000000015,37.485
1652455318,10.39999999999965,37.485
1652455328,10.79999999999929,36.511
1652455338,10.099999999999923,37.485
1652455348,11.150000000000112,37.485
1652455358,10.80000000000044,37.485
1652455368,9.70000000000029,37.485
1652455378,10.949999999999154,36.998
1652455388,10.90000000000034,36.998
1652455398,19.500000000000473,37.485
1652455408,19.849999999999014,38.946
1652455418,20.09999999999993,38.459
1652455428,19.69999999999915,37.972
1652455438,19.799999999999063,38.946
1652455448,20.25000000000093,36.998
1652455458,20.699999999999385,38.459
1652455468,20.49999999999956,37.972
1652455478,20.349999999999696,38.459
1652455488,20.14999999999989,37.972
1652455498,19.85000000000015,38.459
1652455508,20.349999999999696,40.407
1652455518,20.14999999999874,38.459
1652455528,19.999999999998877,38.459
1652455538,19.95000000000006,38.946
1652455548,20.450000000000742,37.972
1652455558,20.300000000000885,38.215500000000006
1652455568,20.199999999999832,37.485
1652455578,19.750000000000252,38.459
1652455588,20.550000000000658,38.215500000000006
1652455598,19.8000000000002,38.459
1652455608,20.30000000000088,39.433
1652455618,20.30000000000088,38.946
1652455628,19.650000000000333,39.433
1652455638,20.44999999999961,38.459
1652455648,20.499999999999563,38.946
1652455658,19.649999999999196,38.459
1652455668,19.75000000000025,37.972
1652455678,20.650000000001697,38.946
1652455688,21.250000000000014,38.459
1652455698,27.699999999999836,38.7025
1652455708,30.349999999999703,39.433
1652455718,30.400000000001924,39.433
1652455728,30.549999999998377,38.946
1652455738,28.50000000000138,39.433
1652455748,29.40000000000056,40.407
1652455758,29.60000000000038,40.407
1652455768,30.149999999998748,39.433
1652455778,30.650000000000563,40.407
1652455788,30.299999999999745,39.92
1652455798,30.25000000000093,40.407
1652455808,30.15000000000102,41.381
1652455818,29.950000000001197,39.92
1652455828,29.45000000000166,39.433
1652455838,29.900000000000105,40.894
1652455848,30.399999999997377,39.92
1652455858,30.599999999999472,39.92
1652455868,29.29999999999838,39.433
1652455878,31.000000000001382,39.92
1652455888,29.300000000000654,38.946
1652455898,30.14999999999647,39.92
1652455908,30.499999999999563,40.407
1652455918,30.39999999999965,39.92
1652455928,30.099999999999934,39.92
1652455938,31.449999999999836,39.92
1652455948,30.700000000001655,39.92
1652455958,30.149999999998744,40.407
1652455968,30.54999999999838,39.92
1652455978,29.449999999999378,39.433
1652455988,30.049999999998835,39.92
1652455998,39.70000000000029,40.407
1652456008,39.2999999999961,39.92
1652456018,40.39999999999965,39.92
1652456028,40.39999999999964,41.381
1652456038,37.800000000002015,40.407
1652456048,38.499999999999105,39.92
1652456058,40.35000000000083,39.92
1652456068,39.9500000000012,40.894
1652456078,40.29999999999974,40.894
1652456088,40.050000000001106,41.381
1652456098,40.39999999999965,40.407
1652456108,39.44999999999938,40.894
1652456118,39.40000000000056,41.381
1652456128,39.749999999999105,40.894
1652456138,39.449999999997104,41.381
1652456148,40.000000000000014,41.1375
1652456158,38.650000000000105,40.407
1652456168,36.999999999998195,40.407
1652456178,38.65000000000238,41.868
1652456188,40.44999999999847,42.355
1652456198,39.9500000000012,40.894
1652456208,40.44999999999847,40.894
1652456218,39.349999999997195,41.381
1652456228,40.44999999999847,41.1375
1652456238,40.49999999999956,41.381
1652456248,40.000000000000014,40.407
1652456258,38.950000000002106,39.92
1652456268,40.39999999999965,40.407
1652456278,38.84999999999992,40.407
1652456288,39.95000000000119,41.1375
1652456298,45.69999999999937,41.381
1652456308,47.000000000002736,41.381
1652456318,49.50000000000047,41.868
1652456328,49.89999999999783,41.868
