sensor,timestamp,temperature
temp0,1652350138,70.601
temp0,1652350148,71.08800000000001
temp0,1652350158,71.08800000000001
temp0,1652350168,71.08800000000001
temp0,1652350178,70.601
temp0,1652350188,70.601
temp0,1652350198,70.601
temp0,1652350208,69.627
temp0,1652350218,69.627
temp0,1652350228,69.627
temp0,1652350238,71.08800000000001
temp0,1652350248,71.08800000000001
temp0,1652350258,71.08800000000001
temp0,1652350268,71.575
temp0,1652350278,71.575
temp0,1652350288,71.575
temp0,1652350298,70.114
temp0,1652350308,70.114
temp0,1652350318,70.114
temp0,1652350328,70.601
temp0,1652350338,70.601
temp0,1652350348,70.601
temp0,1652350358,70.601
temp0,1652350368,70.601
temp0,1652350378,70.601
temp0,1652350388,70.601
temp0,1652350398,70.601
temp0,1652350408,70.601
temp0,1652350418,71.08800000000001
temp0,1652350428,71.08800000000001
temp0,1652350438,71.08800000000001
temp0,1652350448,71.08800000000001
temp0,1652350458,71.08800000000001
temp0,1652350468,71.08800000000001
temp0,1652350478,71.575
temp0,1652350488,71.575
temp0,1652350498,71.575
temp0,1652350508,71.08800000000001
temp0,1652350518,71.08800000000001
temp0,1652350528,71.08800000000001
temp0,1652350538,70.601
temp0,1652350548,70.601
temp0,1652350558,70.601
temp0,1652350568,71.575
temp0,1652350578,71.575
temp0,1652350588,71.575
temp0,1652350598,71.08800000000001
temp0,1652350608,71.08800000000001
temp0,1652350618,71.08800000000001
temp0,1652350628,70.601
temp0,1652350638,70.601
temp0,1652350648,70.601
temp0,1652350658,70.601
temp0,1652350668,70.601
temp0,1652350678,70.601
temp0,1652350688,71.08800000000001
temp0,1652350698,71.08800000000001
temp0,1652350708,71.08800000000001
temp0,1652350718,70.114
temp0,1652350728,70.114
temp0,1652350738,70.114
temp0,1652350748,70.114
temp0,1652350758,70.114
temp0,1652350768,70.114
temp0,1652350778,71.575
temp0,1652350788,71.575
temp0,1652350798,71.575
temp0,1652350808,70.601
temp0,1652350818,70.601
temp0,1652350828,70.601
temp0,1652350838,71.08800000000001
temp0,1652350848,71.08800000000001
temp0,1652350858,71.08800000000001
temp0,1652350868,70.601
temp0,1652350878,70.601
temp0,1652350888,70.601
temp0,1652350898,69.627
temp0,1652350908,69.627
temp0,1652350918,69.627
temp0,1652350928,71.08800000000001
temp0,1652350938,71.08800000000001
temp0,1652350948,71.08800000000001
temp0,1652350958,71.08800000000001
temp0,1652350968,71.08800000000001
temp0,1652350978,71.08800000000001
temp0,1652350988,70.601
temp0,1652350998,70.601
temp0,1652351008,70.601
temp0,1652351018,69.627
temp0,1652351028,69.627
temp0,1652351038,69.627
temp0,1652351048,70.114
temp0,1652351058,70.114
temp0,1652351068,70.114
temp0,1652351078,69.627
temp0,1652351088,69.627
temp0,1652351098,69.627
temp0,1652351108,70.601
temp0,1652351118,70.601
temp0,1652351128,70.601
temp0,1652351138,71.08800000000001
temp0,1652351148,71.08800000000001
temp0,1652351158,71.08800000000001
temp0,1652351168,70.114
temp0,1652351178,70.114
temp0,1652351188,70.114
temp0,1652351198,70.601
temp0,1652351208,70.601
temp0,1652351218,70.601
temp0,1652351228,70.601
temp0,1652351238,70.601
temp0,1652351248,70.601
temp0,1652351258,71.575
temp0,1652351268,71.575
temp0,1652351278,71.575
temp0,1652351288,70.601
temp0,1652351298,70.601
temp0,1652351308,70.601
temp0,1652351318,71.08800000000001
temp0,1652351328,71.08800000000001
temp0,1652351338,71.08800000000001
temp0,1652351348,69.14
temp0,1652351358,69.14
temp0,1652351368,69.14
temp0,1652351378,70.601
temp0,1652351388,70.601
temp0,1652351398,70.601
temp0,1652351408,70.601
temp0,1652351418,70.601
temp0,1652351428,70.601
temp0,1652351438,72.062
temp0,1652351448,72.062
temp0,1652351458,72.062
temp0,1652351468,71.08800000000001
temp0,1652351478,71.08800000000001
temp0,1652351488,71.08800000000001
temp0,1652351498,71.08800000000001
temp0,1652351508,71.08800000000001
temp0,1652351518,71.08800000000001
temp0,1652351528,70.114
temp0,1652351538,70.114
temp0,1652351548,70.114
temp0,1652351558,69.627
temp0,1652351568,69.627
temp0,1652351578,69.627
temp0,1652351588,70.601
temp0,1652351598,70.601
temp0,1652351608,70.601
temp0,1652351618,71.575
temp0,1652351628,71.575
temp0,1652351638,71.575
temp0,1652351648,70.114
temp0,1652351658,70.114
temp0,1652351668,70.114
temp0,1652351678,70.114
temp0,1652351688,70.114
temp0,1652351698,70.114
temp0,1652351708,70.114
temp0,1652351718,70.114
temp0,1652351728,70.114
temp0,1652351738,70.114
temp0,1652351748,70.114
temp0,1652351758,70.114
temp0,1652351768,71.575
temp0,1652351778,71.575
temp0,1652351788,71.575
temp0,1652351798,71.08800000000001
temp0,1652351808,71.08800000000001
temp0,1652351818,71.08800000000001
temp0,1652351828,71.08800000000001
temp0,1652351838,71.08800000000001
temp0,1652351848,71.08800000000001
temp0,1652351858,69.627
temp0,1652351868,69.627
temp0,1652351878,69.627
temp0,1652351888,70.114
temp0,1652351898,70.114
temp0,1652351908,70.114
temp0,1652351918,71.08800000000001
temp0,1652351928,71.08800000000001
temp0,1652351938,71.08800000000001
temp0,1652351948,71.08800000000001
temp0,1652351958,71.08800000000001
temp0,1652351968,71.08800000000001
temp0,1652351978,70.601
temp0,1652351988,70.601
temp0,1652351998,70.601
temp0,1652352008,71.08800000000001
temp0,1652352018,71.08800000000001
temp0,1652352028,71.08800000000001
temp0,1652352038,70.114
temp0,1652352048,70.114
temp0,1652352058,70.114
temp0,1652352068,70.114
temp0,1652352078,70.114
temp0,1652352088,70.114
temp0,1652352098,71.08800000000001
temp0,1652352108,71.08800000000001
temp0,1652352118,71.08800000000001
temp0,1652352128,71.08800000000001
temp0,1652352138,71.08800000000001
temp0,1652352148,71.08800000000001
temp0,1652352158,69.627
temp0,1652352168,69.627
temp0,1652352178,69.627
temp0,1652352188,71.575
temp0,1652352198,71.575
temp0,1652352208,71.575
temp0,1652352218,71.08800000000001
temp0,1652352228,71.08800000000001
temp0,1652352238,71.08800000000001
temp0,1652352248,70.601
temp0,1652352258,70.601
temp0,1652352268,70.601
temp0,1652352278,70.601
temp0,1652352288,70.601
temp0,1652352298,70.601
temp0,1652352308,70.601
temp0,1652352318,70.601
temp0,1652352328,70.601
temp0,1652352338,70.114
temp0,1652352348,70.114
temp0,1652352358,70.114
temp0,1652352368,70.114
temp0,1652352378,70.114
temp0,1652352388,70.114
temp0,1652352388,70.114
temp0,1652352398,71.08800000000001
temp0,1652352408,71.08800000000001
temp0,1652352418,71.08800000000001
temp0,1652352428,71.08800000000001
temp0,1652352438,71.08800000000001
temp0,1652352448,71.08800000000001
temp0,1652352458,71.08800000000001
temp0,1652352468,71.08800000000001
temp0,1652352478,71.08800000000001
temp0,1652352488,71.08800000000001
temp0,1652352498,71.08800000000001
temp0,1652352508,71.08800000000001
temp0,1652352518,71.08800000000001
temp0,1652352528,71.08800000000001
temp0,1652352538,71.08800000000001
temp0,1652352548,70.114
temp0,1652352558,70.114
temp0,1652352568,70.114
temp0,1652352578,70.601
temp0,1652352588,70.601
temp0,1652352598,70.601
temp0,1652352608,71.08800000000001
temp0,1652352618,71.08800000000001
temp0,1652352628,71.08800000000001
temp0,1652352638,70.601
temp0,1652352648,70.601
temp0,1652352658,70.601
temp0,1652352668,70.601
temp0,1652352678,70.601
temp0,1652352688,70.601
temp0,1652352698,71.08800000000001
temp0,1652352708,71.08800000000001
temp0,1652352718,71.08800000000001
temp0,1652352728,71.08800000000001
temp0,1652352738,71.08800000000001
temp0,1652352748,71.08800000000001
temp0,1652352758,70.601
temp0,1652352768,70.601
temp0,1652352778,70.601
temp0,1652352788,70.114
temp0,1652352798,70.114
temp0,1652352808,70.114
temp0,1652352818,70.601
temp0,1652352828,70.601
temp0,1652352838,70.601
temp0,1652352848,71.08800000000001
temp0,1652352858,71.08800000000001
temp0,1652352868,71.08800000000001
temp0,1652352878,70.114
temp0,1652352888,70.114
temp0,1652352898,70.114
temp0,1652352908,71.08800000000001
temp0,1652352918,71.08800000000001
temp0,1652352928,71.08800000000001
temp0,1652352938,71.08800000000001
temp0,1652352948,71.08800000000001
temp0,1652352958,71.08800000000001
temp0,1652352968,70.601
temp0,1652352978,70.601
temp0,1652352988,70.601
temp0,1652352998,71.08800000000001
temp0,1652353008,71.08800000000001
temp0,1652353018,71.08800000000001
temp0,1652353028,70.601
temp0,1652353038,70.601
temp0,1652353048,70.601
temp0,1652353058,70.114
temp0,1652353068,70.114
temp0,1652353078,70.114
temp0,1652353088,70.601
temp0,1652353098,70.601
temp0,1652353108,70.601
temp0,1652353118,70.601
temp0,1652353128,70.601
temp0,1652353138,70.601
temp0,1652353148,70.601
temp0,1652353158,70.601
temp0,1652353168,70.601
temp0,1652353178,71.08800000000001
temp0,1652353188,71.08800000000001
temp0,1652353198,71.08800000000001
temp0,1652353208,71.08800000000001
temp0,1652353218,71.08800000000001
temp0,1652353228,71.08800000000001
temp0,1652353238,70.601
temp0,1652353248,70.601
temp0,1652353258,70.601
temp0,1652353268,71.08800000000001
temp0,1652353278,71.08800000000001
temp0,1652353288,71.08800000000001
temp0,1652353298,70.601
temp0,1652353308,70.601
temp0,1652353318,70.601
temp0,1652353328,70.601
temp0,1652353338,70.601
temp0,1652353348,70.601
temp0,1652353358,71.575
temp0,1652353368,71.575
temp0,1652353378,71.575
temp0,1652353388,71.08800000000001
temp0,1652353398,71.08800000000001
temp0,1652353408,71.08800000000001
temp0,1652353418,71.08800000000001
temp0,1652353428,71.08800000000001
temp0,1652353438,71.08800000000001
temp0,1652353448,70.601
temp0,1652353458,70.601
temp0,1652353468,70.601
temp0,1652353478,70.601
temp0,1652353488,70.601
temp0,1652353498,70.601
temp0,1652353508,71.08800000000001
temp0,1652353518,71.08800000000001
temp0,1652353528,71.08800000000001
temp0,1652353538,71.08800000000001
temp0,1652353548,71.08800000000001
temp0,1652353558,71.08800000000001
temp0,1652353568,70.601
temp0,1652353578,70.601
temp0,1652353588,70.601
temp0,1652353598,71.575
temp0,1652353608,71.575
temp0,1652353618,71.575
temp0,1652353628,71.08800000000001
temp0,1652353638,71.08800000000001
temp0,1652353648,71.08800000000001
temp0,1652353658,71.08800000000001
temp0,1652353668,71.08800000000001
temp0,1652353678,71.08800000000001
temp0,1652353688,70.601
temp0,1652353698,70.601
temp0,1652353708,70.601
temp0,1652353718,70.114
temp0,1652353728,70.114
temp0,1652353738,70.114
temp0,1652353748,71.08800000000001
temp0,1652353758,71.08800000000001
temp0,1652353768,71.08800000000001
temp0,1652353778,70.114
temp0,1652353788,70.114
temp0,1652353798,70.114
temp0,1652353808,70.114
temp0,1652353818,70.114
temp0,1652353828,70.114
temp0,1652353838,70.114
temp0,1652353848,70.114
temp0,1652353858,70.114
temp0,1652353868,69.627
temp0,1652353878,69.627
temp0,1652353888,69.627
temp0,1652353898,70.114
temp0,1652353908,70.114
temp0,1652353918,70.114
temp0,1652353928,69.627
temp0,1652353938,69.627
temp0,1652353948,69.627
temp0,1652353958,68.653
temp0,1652353968,68.653
temp0,1652353978,68.653
temp0,1652353988,69.14
temp0,1652353998,69.14
temp0,1652354008,69.14
temp0,1652354018,68.653
temp0,1652354028,68.653
temp0,1652354038,68.653
temp0,1652354048,68.653
temp0,1652354058,68.653
temp0,1652354068,68.653
temp0,1652354078,67.19200000000001
temp0,1652354088,67.19200000000001
temp0,1652354098,67.19200000000001
temp0,1652354108,67.679
temp0,1652354118,67.679
temp0,1652354128,67.679
temp0,1652354138,67.19200000000001
temp0,1652354148,67.19200000000001
temp0,1652354158,67.19200000000001
temp0,1652354168,67.679
temp0,1652354178,67.679
temp0,1652354188,67.679
temp0,1652354198,67.19200000000001
temp0,1652354208,67.19200000000001
temp0,1652354218,67.19200000000001
temp0,1652354228,67.679
temp0,1652354238,67.679
temp0,1652354248,67.679
temp0,1652354258,67.19200000000001
temp0,1652354268,67.19200000000001
temp0,1652354278,67.19200000000001
temp0,1652354288,67.679
temp0,1652354298,67.679
temp0,1652354308,67.679
temp0,1652354318,66.218
temp0,1652354328,66.218
temp0,1652354338,66.218
temp0,1652354348,68.653
temp0,1652354358,68.653
temp0,1652354368,68.653
temp0,1652354378,67.679
temp0,1652354388,67.679
temp0,1652354398,67.679
temp0,1652354408,67.679
temp0,1652354418,67.679
temp0,1652354428,67.679
temp0,1652354438,66.705
temp0,1652354448,66.705
temp0,1652354458,66.705
temp0,1652354468,66.218
temp0,1652354478,66.218
temp0,1652354488,66.218
temp0,1652354498,66.705
temp0,1652354508,66.705
temp0,1652354518,66.705
temp0,1652354528,66.705
temp0,1652354538,66.705
temp0,1652354548,66.705
temp0,1652354558,67.679
temp0,1652354568,67.679
temp0,1652354578,67.679
temp0,1652354588,67.19200000000001
temp0,1652354598,67.19200000000001
temp0,1652354608,67.19200000000001
temp0,1652354618,66.218
temp0,1652354628,66.218
temp0,1652354638,66.218
temp0,1652354648,65.731
temp0,1652354658,65.731
temp0,1652354668,65.731
temp0,1652354678,67.19200000000001
temp0,1652354688,67.19200000000001
temp0,1652354698,67.19200000000001
temp0,1652354708,66.705
temp0,1652354718,66.705
temp0,1652354728,66.705
temp0,1652354738,67.679
temp0,1652354748,67.679
temp0,1652354758,67.679
temp0,1652354768,66.705
temp0,1652354778,66.705
temp0,1652354788,66.705
temp0,1652354798,66.705
temp0,1652354808,66.705
temp0,1652354818,66.705
temp0,1652354828,66.705
temp0,1652354838,66.705
temp0,1652354848,66.705
temp0,1652354858,66.705
temp0,1652354868,66.705
temp0,1652354878,66.705
temp0,1652354888,65.731
temp0,1652354898,65.731
temp0,1652354908,65.731
temp0,1652354918,65.731
temp0,1652354928,65.731
temp0,1652354938,65.731
temp0,1652354948,66.218
temp0,1652354958,66.218
temp0,1652354968,66.218
temp0,1652354978,66.218
temp0,1652354988,66.218
temp0,1652354998,66.218
temp0,1652355008,67.679
temp0,1652355018,67.679
temp0,1652355028,67.679
temp0,1652355038,66.705
temp0,1652355048,66.705
temp0,1652355058,66.705
temp0,1652355068,66.218
temp0,1652355078,66.218
temp0,1652355088,66.218
temp0,1652355098,66.705
temp0,1652355108,66.705
temp0,1652355118,66.705
temp0,1652355128,66.218
temp0,1652355138,66.218
temp0,1652355148,66.218
temp0,1652355158,67.19200000000001
temp0,1652355168,67.19200000000001
temp0,1652355178,67.19200000000001
temp0,1652355188,66.705
temp0,1652355198,66.705
temp0,1652355208,66.705
temp0,1652355218,65.731
temp0,1652355228,65.731
temp0,1652355238,65.731
temp0,1652355248,66.218
temp0,1652355258,66.218
temp0,1652355268,66.218
temp0,1652355278,66.705
temp0,1652355288,66.705
temp0,1652355298,66.705
temp0,1652355308,65.244
temp0,1652355318,65.244
temp0,1652355328,65.244
temp0,1652355338,66.218
temp0,1652355348,66.218
temp0,1652355358,66.218
temp0,1652355368,66.705
temp0,1652355378,66.705
temp0,1652355388,66.705
temp0,1652355398,66.705
temp0,1652355408,66.705
temp0,1652355418,66.705
temp0,1652355428,66.705
temp0,1652355438,66.705
temp0,1652355448,66.705
temp0,1652355458,66.218
temp0,1652355468,66.218
temp0,1652355478,66.218
temp0,1652355488,66.218
temp0,1652355498,66.218
temp0,1652355508,66.218
temp0,1652355518,65.244
temp0,1652355528,65.244
temp0,1652355538,65.244
temp0,1652355548,65.244
temp0,1652355558,65.244
temp0,1652355568,65.244
temp0,1652355578,65.244
temp0,1652355588,65.244
temp0,1652355598,65.244
temp0,1652355608,65.244
temp0,1652355618,65.244
temp0,1652355628,65.244
temp0,1652355638,65.731
temp0,1652355648,65.731
temp0,1652355658,65.731
temp0,1652355668,66.705
temp0,1652355678,66.705
temp0,1652355688,66.705
temp0,1652355698,64.757
temp0,1652355708,64.757
temp0,1652355718,64.757
temp0,1652355728,65.731
temp0,1652355738,65.731
temp0,1652355748,65.731
temp0,1652355758,65.731
temp0,1652355768,65.731
temp0,1652355778,65.731
temp0,1652355788,66.218
temp0,1652355798,66.218
temp0,1652355808,66.218
temp0,1652355818,65.731
temp0,1652355828,65.731
temp0,1652355838,65.731
temp0,1652355848,64.757
temp0,1652355858,64.757
temp0,1652355868,64.757
temp0,1652355878,65.244
temp0,1652355888,65.244
temp0,1652355898,65.244
temp0,1652355908,65.731
temp0,1652355918,65.731
temp0,1652355928,65.731
temp0,1652355938,66.218
temp0,1652355948,66.218
temp0,1652355958,66.218
temp0,1652355968,65.731
temp0,1652355978,65.731
temp0,1652355988,65.731
temp0,1652355988,65.731
temp0,1652355998,65.244
temp0,1652356008,65.244
temp0,1652356018,65.244
temp0,1652356028,65.731
temp0,1652356038,65.731
temp0,1652356048,65.731
temp0,1652356058,65.731
temp0,1652356068,65.731
temp0,1652356078,65.731
temp0,1652356088,65.731
temp0,1652356098,65.731
temp0,1652356108,65.731
temp0,1652356118,65.731
temp0,1652356128,65.731
temp0,1652356138,65.731
temp0,1652356148,65.731
temp0,1652356158,65.731
temp0,1652356168,65.731
temp0,1652356178,65.731
temp0,1652356188,65.731
temp0,1652356198,65.731
temp0,1652356208,65.731
temp0,1652356218,65.731
temp0,1652356228,65.731
temp0,1652356238,65.731
temp0,1652356248,65.731
temp0,1652356258,65.731
temp0,1652356268,65.731
temp0,1652356278,65.731
temp0,1652356288,65.731
temp0,1652356298,66.218
temp0,1652356308,66.218
temp0,1652356318,66.218
temp0,1652356328,65.731
temp0,1652356338,65.731
temp0,1652356348,65.731
temp0,1652356358,65.731
temp0,1652356368,65.731
temp0,1652356378,65.731
temp0,1652356388,65.731
temp0,1652356398,65.731
temp0,1652356408,65.731
temp0,1652356418,65.244
temp0,1652356428,65.244
temp0,1652356438,65.244
temp0,1652356448,65.244
temp0,1652356458,65.244
temp0,1652356468,65.244
temp0,1652356478,65.731
temp0,1652356488,65.731
temp0,1652356498,65.731
temp0,1652356508,65.244
temp0,1652356518,65.244
temp0,1652356528,65.244
temp0,1652356538,65.244
temp0,1652356548,65.244
temp0,1652356558,65.244
temp0,1652356568,64.757
temp0,1652356578,64.757
temp0,1652356588,64.757
temp0,1652356598,65.731
temp0,1652356608,65.731
temp0,1652356618,65.731
temp0,1652356628,64.757
temp0,1652356638,64.757
temp0,1652356648,64.757
temp0,1652356658,64.757
temp0,1652356668,64.757
temp0,1652356678,64.757
temp0,1652356688,66.218
temp0,1652356698,66.218
temp0,1652356708,66.218
temp0,1652356718,65.731
temp0,1652356728,65.731
temp0,1652356738,65.731
temp0,1652356748,65.731
temp0,1652356758,65.731
temp0,1652356768,65.731
temp0,1652356778,65.244
temp0,1652356788,65.244
temp0,1652356798,65.244
temp0,1652356808,65.244
temp0,1652356818,65.244
temp0,1652356828,65.244
temp0,1652356838,64.27
temp0,1652356848,64.27
temp0,1652356858,64.27
temp0,1652356868,65.731
temp0,1652356878,65.731
temp0,1652356888,65.731
temp0,1652356898,65.244
temp0,1652356908,65.244
temp0,1652356918,65.244
temp0,1652356928,64.757
temp0,1652356938,64.757
temp0,1652356948,64.757
temp0,1652356958,64.757
temp0,1652356968,64.757
temp0,1652356978,64.757
temp0,1652356988,65.731
temp0,1652356998,65.731
temp0,1652357008,65.731
temp0,1652357018,65.731
temp0,1652357028,65.731
temp0,1652357038,65.731
temp0,1652357048,65.731
temp0,1652357058,65.731
temp0,1652357068,65.731
temp0,1652357078,64.757
temp0,1652357088,64.757
temp0,1652357098,64.757
temp0,1652357108,65.244
temp0,1652357118,65.244
temp0,1652357128,65.244
temp0,1652357138,65.731
temp0,1652357148,65.731
temp0,1652357158,65.731
temp0,1652357168,65.244
temp0,1652357178,65.244
temp0,1652357188,65.244
temp0,1652357198,66.218
temp0,1652357208,66.218
temp0,1652357218,66.218
temp0,1652357228,64.757
temp0,1652357238,64.757
temp0,1652357248,64.757
temp0,1652357258,64.27
temp0,1652357268,64.27
temp0,1652357278,64.27
temp0,1652357288,66.705
temp0,1652357298,66.705
temp0,1652357308,66.705
temp0,1652357318,65.731
temp0,1652357328,65.731
temp0,1652357338,65.731
temp0,1652357348,65.244
temp0,1652357358,65.244
temp0,1652357368,65.244
temp0,1652357378,65.244
temp0,1652357388,65.244
temp0,1652357398,65.244
temp0,1652357408,65.731
temp0,1652357418,65.731
temp0,1652357428,65.731
temp0,1652357438,65.731
temp0,1652357448,65.731
temp0,1652357458,65.731
temp0,1652357468,65.244
temp0,1652357478,65.244
temp0,1652357488,65.244
temp0,1652357498,64.757
temp0,1652357508,64.757
temp0,1652357518,64.757
temp0,1652357528,66.218
temp0,1652357538,66.218
temp0,1652357548,66.218
temp0,1652357558,65.731
temp0,1652357568,65.731
temp0,1652357578,65.731
temp0,1652357588,65.731
temp0,1652357598,65.731
temp0,1652357608,65.731
temp0,1652357618,65.244
temp0,1652357628,65.244
temp0,1652357638,65.244
temp0,1652357648,65.244
temp0,1652357658,65.244
temp0,1652357668,65.244
temp0,1652357678,64.757
temp0,1652357688,64.757
temp0,1652357698,64.757
temp0,1652357708,65.244
temp0,1652357718,65.244
temp0,1652357728,65.244
temp0,1652357738,65.731
temp0,1652357748,65.731
temp0,1652357758,65.731
temp0,1652357768,65.244
temp0,1652357778,65.244
temp0,1652357788,65.244
temp0,1652357798,65.731
temp0,1652357808,65.731
temp0,1652357818,65.731
temp0,1652357828,65.244
temp0,1652357838,65.244
temp0,1652357848,65.244
temp0,1652357858,65.244
temp0,1652357868,65.244
temp0,1652357878,65.244
temp0,1652357888,66.218
temp0,1652357898,66.218
temp0,1652357908,66.218
temp0,1652357918,64.757
temp0,1652357928,64.757
temp0,1652357938,64.757
temp0,1652357948,67.19200000000001
temp0,1652357958,67.19200000000001
temp0,1652357968,67.19200000000001
temp0,1652357978,65.731
temp0,1652357988,65.731
temp0,1652357998,65.731
temp0,1652358008,66.218
temp0,1652358018,66.218
temp0,1652358028,66.218
temp0,1652358038,65.244
temp0,1652358048,65.244
temp0,1652358058,65.244
temp0,1652358068,64.27
temp0,1652358078,64.27
temp0,1652358088,64.27
temp0,1652358098,65.244
temp0,1652358108,65.244
temp0,1652358118,65.244
temp0,1652358128,66.218
temp0,1652358138,66.218
temp0,1652358148,66.218
temp0,1652358158,64.757
temp0,1652358168,64.757
temp0,1652358178,64.757
temp0,1652358188,66.218
temp0,1652358198,66.218
temp0,1652358208,66.218
temp0,1652358218,66.218
temp0,1652358228,66.218
temp0,1652358238,66.218
temp0,1652358248,65.731
temp0,1652358258,65.731
temp0,1652358268,65.731
temp0,1652358278,65.731
temp0,1652358288,65.731
temp0,1652358298,65.731
temp0,1652358308,65.244
temp0,1652358318,65.244
temp0,1652358328,65.244
temp0,1652358338,65.731
temp0,1652358348,65.731
temp0,1652358358,65.731
temp0,1652358368,65.731
temp0,1652358378,65.731
temp0,1652358388,65.731
temp0,1652358398,66.218
temp0,1652358408,66.218
temp0,1652358418,66.218
temp0,1652358428,65.244
temp0,1652358438,65.244
temp0,1652358448,65.244
temp0,1652358458,65.731
temp0,1652358468,65.731
temp0,1652358478,65.731
temp0,1652358488,65.731
temp0,1652358498,65.731
temp0,1652358508,65.731
temp0,1652358518,65.244
temp0,1652358528,65.244
temp0,1652358538,65.244
temp0,1652358548,65.244
temp0,1652358558,65.244
temp0,1652358568,65.244
temp0,1652358578,66.218
temp0,1652358588,66.218
temp0,1652358598,66.218
temp0,1652358608,66.218
temp0,1652358618,66.218
temp0,1652358628,66.218
temp0,1652358638,66.218
temp0,1652358648,66.218
temp0,1652358658,66.218
temp0,1652358668,65.244
temp0,1652358678,65.244
temp0,1652358688,65.244
temp0,1652358698,65.244
temp0,1652358708,65.244
temp0,1652358718,65.244
temp0,1652358728,65.731
temp0,1652358738,65.731
temp0,1652358748,65.731
temp0,1652358758,65.731
temp0,1652358768,65.731
temp0,1652358778,65.731
temp0,1652358788,65.244
temp0,1652358798,65.244
temp0,1652358808,65.244
temp0,1652358818,65.244
temp0,1652358828,65.244
temp0,1652358838,65.244
temp0,1652358848,65.731
temp0,1652358858,65.731
temp0,1652358868,65.731
temp0,1652358878,65.244
temp0,1652358888,65.244
temp0,1652358898,65.244
temp0,1652358908,66.218
temp0,1652358918,66.218
temp0,1652358928,66.218
temp0,1652358938,66.218
temp0,1652358948,66.218
temp0,1652358958,66.218
temp0,1652358968,65.731
